,latitude,housing_median_age,total_rooms,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
281,33.66,14.0,6090.0,2.8061,1.0,0.0,0.0,0.0,0.0
282,34.07,33.0,1025.0,2.2596,0.0,1.0,0.0,0.0,0.0
283,38.56,27.0,1827.0,2.0901,0.0,1.0,0.0,0.0,0.0
284,37.45,29.0,1617.0,7.7932,0.0,0.0,0.0,0.0,1.0
285,34.12,15.0,5778.0,4.3427,0.0,0.0,0.0,0.0,1.0
286,37.19,8.0,5212.0,4.1099,0.0,1.0,0.0,0.0,0.0
287,33.23,11.0,3737.0,3.1062,0.0,0.0,0.0,0.0,1.0
288,37.22,16.0,3992.0,6.7287,1.0,0.0,0.0,0.0,0.0
289,34.05,35.0,2458.0,4.0283,1.0,0.0,0.0,0.0,0.0
290,36.32,35.0,1898.0,1.1419,0.0,1.0,0.0,0.0,0.0
291,38.5,32.0,2364.0,3.319,0.0,1.0,0.0,0.0,0.0
292,34.15,32.0,4491.0,4.9102,1.0,0.0,0.0,0.0,0.0
293,38.83,15.0,1374.0,1.7222,0.0,1.0,0.0,0.0,0.0
294,34.26,41.0,1297.0,3.0583,1.0,0.0,0.0,0.0,0.0
295,37.31,40.0,1844.0,3.3682,1.0,0.0,0.0,0.0,0.0
296,34.0,47.0,1551.0,1.9792,1.0,0.0,0.0,0.0,0.0
297,35.37,34.0,1672.0,2.1588,0.0,1.0,0.0,0.0,0.0
298,32.82,18.0,2515.0,5.0201,1.0,0.0,0.0,0.0,0.0
299,32.92,15.0,1558.0,5.2864,1.0,0.0,0.0,0.0,0.0
300,37.74,52.0,1514.0,5.3292,0.0,0.0,0.0,1.0,0.0
301,37.84,16.0,7681.0,9.5271,1.0,0.0,0.0,0.0,0.0
302,37.87,24.0,6130.0,2.9167,0.0,0.0,0.0,1.0,0.0
303,38.9,10.0,304.0,2.1964,0.0,1.0,0.0,0.0,0.0
304,35.03,10.0,10463.0,3.5682,1.0,0.0,0.0,0.0,0.0
305,34.18,23.0,5647.0,6.3586,1.0,0.0,0.0,0.0,0.0
306,34.06,33.0,2101.0,2.8125,0.0,1.0,0.0,0.0,0.0
307,33.84,37.0,1508.0,3.75,1.0,0.0,0.0,0.0,0.0
308,39.72,18.0,7272.0,1.6911,0.0,1.0,0.0,0.0,0.0
309,34.12,39.0,2210.0,1.4066,0.0,1.0,0.0,0.0,0.0
310,38.3,23.0,526.0,2.0134,0.0,0.0,0.0,1.0,0.0
311,34.0,52.0,1686.0,2.0958,1.0,0.0,0.0,0.0,0.0
312,34.32,18.0,7498.0,8.1248,1.0,0.0,0.0,0.0,0.0
313,33.82,22.0,2898.0,10.8111,1.0,0.0,0.0,0.0,0.0
314,34.15,17.0,17715.0,7.9068,0.0,1.0,0.0,0.0,0.0
315,33.76,9.0,1961.0,3.8125,0.0,1.0,0.0,0.0,0.0
316,39.15,48.0,1783.0,1.6652,0.0,1.0,0.0,0.0,0.0
317,32.72,15.0,4209.0,4.5135,1.0,0.0,0.0,0.0,0.0
318,40.71,26.0,2231.0,2.4792,0.0,1.0,0.0,0.0,0.0
319,34.0,25.0,3750.0,2.4167,0.0,1.0,0.0,0.0,0.0
320,33.68,23.0,1722.0,4.6452,1.0,0.0,0.0,0.0,0.0
321,33.75,19.0,2238.0,2.0714,0.0,1.0,0.0,0.0,0.0
322,35.37,35.0,825.0,1.1638,0.0,1.0,0.0,0.0,0.0
323,34.15,14.0,9610.0,4.0393,0.0,1.0,0.0,0.0,0.0
324,38.69,26.0,3077.0,2.7174,0.0,1.0,0.0,0.0,0.0
325,34.08,35.0,1860.0,3.5536,1.0,0.0,0.0,0.0,0.0
326,33.82,50.0,3587.0,5.5106,0.0,0.0,0.0,0.0,1.0
327,33.9,36.0,1477.0,3.625,1.0,0.0,0.0,0.0,0.0
328,37.97,33.0,563.0,2.75,0.0,0.0,0.0,1.0,0.0
329,33.47,17.0,2681.0,5.5507,1.0,0.0,0.0,0.0,0.0
330,41.23,40.0,1958.0,2.1898,0.0,1.0,0.0,0.0,0.0
331,37.79,52.0,3785.0,6.4209,0.0,0.0,0.0,1.0,0.0
332,34.13,20.0,3216.0,5.1261,0.0,1.0,0.0,0.0,0.0
333,32.61,21.0,6034.0,3.2633,0.0,0.0,0.0,0.0,1.0
334,39.31,35.0,2791.0,2.5625,0.0,1.0,0.0,0.0,0.0
335,38.36,33.0,146.0,3.5179,0.0,1.0,0.0,0.0,0.0
336,36.31,25.0,1847.0,1.8839,0.0,1.0,0.0,0.0,0.0
337,34.15,33.0,1607.0,4.3438,0.0,1.0,0.0,0.0,0.0
338,34.51,10.0,4676.0,3.0181,0.0,1.0,0.0,0.0,0.0
339,33.79,36.0,2218.0,3.1613,1.0,0.0,0.0,0.0,0.0
340,33.97,32.0,1347.0,1.9464,1.0,0.0,0.0,0.0,0.0
341,33.79,44.0,121.0,2.1964,0.0,0.0,0.0,0.0,1.0
342,33.95,43.0,1683.0,2.2391,1.0,0.0,0.0,0.0,0.0
343,37.81,52.0,2927.0,8.1564,0.0,0.0,0.0,1.0,0.0
344,33.98,19.0,883.0,0.9809,1.0,0.0,0.0,0.0,0.0
345,34.0,45.0,2881.0,3.3687,0.0,1.0,0.0,0.0,0.0
346,34.1,19.0,1688.0,3.6,0.0,1.0,0.0,0.0,0.0
